respondent_id,persona_label,persona_id,A_city_tier,A_gender,A_age,A_education_level,A_stream,A_institution_type,A_family_income_band,A_family_income_score,B_prior_paid_course,B_prior_paid_score,B_exam_prep,B_acad_performance_score,B_acad_performance_label,B_self_learning_hrs,B_self_learning_score,C_career_clarity_stage,C_confusion_level_score,C_confusion_level_label,C_worry_frequency_score,C_worry_frequency_label,C_family_decision_authority,C_family_decision_score,C_trusted_info_source,C_prior_platform_use,C_biggest_challenge,C_emotional_pain_type,D_risk_tolerance,D_risk_tolerance_score,D_motivation_type,D_motivation_score,D_locus_of_control_score,D_locus_of_control_label,D_career_stage,E_career_domain_1,E_career_domain_2,E_career_domain_3,E_learning_preference,E_feat_career_match,E_feat_roadmap,E_feat_job_market,E_feat_chatbot,E_feat_college_rec,E_feat_mock_interview,E_feat_scholarship,E_feat_peer_bench,E_primary_device,E_language_preference,E_longitudinal_consent,F_wtp_monthly_band,F_wtp_score_continuous,F_pricing_model_pref,F_payment_trigger,F_will_pay_binary,F_will_use_platform,F_will_use_binary
R0451,Focused Achiever,1,Tier 2,Male,22,Undergraduate,Commerce,Private,Rs10L-Rs20L,4,No free only,1,JEE,3,Average,5-10hrs,4,On path but feel I chose wrongly,3,Medium,2,Rarely,Mostly me parents input,4,Friends in career,No but looked,Wrong college choice,Execution gap,High-risk reward,3,Mostly personal growth,4,3,Balanced,Decision Making,Technology,Law,Finance,Quizzes interactive,4,4,4,4,4,4.0,2,4.0,Smartphone Android,Regional language,Yes,Rs300-Rs499,9.032929664963387,Monthly subscription,Affordable price,1,Yes,1
R0452,Budget Conscious Learner,3,Tier 3,Male,16,Grade 11-12,Vocational/Other,Online/Distance,Rs2L-Rs5L,2,Yes before,3,Not sure,3,Average,3-5hrs,3,"Know what I want, not how to get there",3,Medium,4,Often,Equal joint decision,3,YouTube/Instagram,No but looked,Lack of info new careers,Financial anxiety,Stable job,1,Balanced both,4,2,Mostly External,Exploration,Medicine,Defence,Business,Watching videos,2,5,5,4,4,5.0,5,5.0,Smartphone Android,English Hindi mix,No,Up to Rs99,0.8,Completely free,Affordable price,1,Yes,1
R0453,Budget Conscious Learner,3,Tier 3,Male,26,Postgraduate,Science,Private,Rs5L-Rs10L,3,No free only,1,Not sure,3,Average,More than 10hrs,5,"Have interests, dont know career match",3,Medium,3,Sometimes,Equal joint decision,3,School counselor,No didnt know,Dont know strengths,Information gap,Depends on factors,2,Mostly personal growth,1,3,Balanced,Decision Making,Medicine,Technology,Science Research,Watching videos,3,4,4,3,3,4.0,4,2.0,Laptop/Desktop,No preference,Yes,Free only,0.0,Monthly subscription,Outcome data,0,No,0
R0454,Focused Achiever,1,Tier 1,Male,27,Postgraduate,Science,Government/Aided,Rs5L-Rs10L,3,Yes currently,4,JEE,4,Good,5-10hrs,4,"Chosen path, need plan",2,Low,1,Never,Mostly parents I follow,2,Parents/relatives,No but looked,Job availability worry,Information gap,Depends on factors,2,Mostly personal growth,3,4,Mostly Internal,Transition,Medicine,Technology,Design,Talking to mentor,4,4,5,5,5,2.0,2,4.0,Smartphone Android,Hindi,Yes,Rs500-Rs999,6.8,Annual plan,Outcome data,1,Yes,1
R0455,Budget Conscious Learner,3,Tier 3,Female,18,Grade 11-12,Science,Central School,Rs5L-Rs10L,3,No free only,1,Not sure,1,Struggling,1-3hrs,2,"Know what I want, not how to get there",3,Medium,2,Rarely,I decide completely,5,Friends in career,No but looked,Lack of info new careers,Lacks self-awareness,High-risk reward,3,Mostly personal growth,2,3,Balanced,Exploration,Technology,Business,Medicine,Watching videos,3,4,4,4,3,5.0,3,5.0,Smartphone Android,Regional language,No,Up to Rs99,0.7,Free one-time report,Friend recommendation,1,Yes,1
R0456,Budget Conscious Learner,3,Tier 2,Male,22,Undergraduate,Science,Private,Rs10L-Rs20L,4,Parents pay,2,JEE,3,Average,1-3hrs,2,"Chosen path, need plan",4,High,2,Rarely,I decide completely,5,Parents/relatives,No but looked,Lack of info new careers,Family conflict,High-risk reward,3,Mostly financial,3,2,Mostly External,Planning,Teaching,Science Research,Technology,Quizzes interactive,4,3,3,5,3,3.0,4,5.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,3.2,Completely free,School subscribed,1,Yes,1
R0457,Career Switcher,2,Tier 2,Male,16,Grade 11-12,Science,Private,Rs5L-Rs10L,3,No free only,1,JEE,3,Average,Less than 1hr,1,"Know what I want, not how to get there",3,Medium,3,Sometimes,I decide completely,5,Parents/relatives,No but looked,Lack of info new careers,Information gap,High-risk reward,3,Balanced both,4,3,Balanced,Execution,Business,Teaching,Technology,Quizzes interactive,4,4,3,5,4,3.0,3,4.0,Smartphone Android,English only,Yes,Free only,0.0,Monthly subscription,Outcome data,0,Yes,1
R0458,Confused Explorer,0,Tier 2,Male,27,Postgraduate,Vocational/Other,Private,Below Rs2L,1,Yes currently,4,None,3,Average,1-3hrs,2,"Have interests, dont know career match",5,Very High,5,Almost Every Day,I decide completely,5,YouTube/Instagram,No but looked,Dont know strengths,Lacks self-awareness,Stable job,1,Mostly personal growth,2,2,Mostly External,Exploration,Science Research,Teaching,Business,Watching videos,4,4,3,4,3,3.0,4,4.0,Laptop/Desktop,Regional language,Yes,Free only,0.3,Completely free,Friend recommendation,0,Yes,1
R0459,Budget Conscious Learner,3,Tier 3,Male,18,Grade 11-12,Science,Private,Rs2L-Rs5L,2,Yes before,3,Not sure,3,Average,Less than 1hr,1,"Know what I want, not how to get there",2,Low,2,Rarely,Mostly me parents input,4,Friends in career,No but looked,Lack of info new careers,Family conflict,Stable job,1,Mostly financial,2,4,Mostly Internal,Exploration,Law,Medicine,Design,Hands-on projects,4,2,3,3,3,3.0,4,3.0,Smartphone iOS,Hindi,No,Up to Rs99,0.8,Completely free,Teacher recommendation,1,Yes,1
R0460,Career Switcher,2,Tier 2,Female,19,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,Parents pay,2,CUET,4,Good,1-3hrs,2,"Have interests, dont know career match",4,High,4,Often,I decide completely,5,YouTube/Instagram,No but looked,Wrong college choice,Family conflict,Stable job,1,Balanced both,3,4,Mostly Internal,Transition,Law,Sports,Defence,Reading articles,4,4,4,2,3,3.0,3,3.0,Smartphone Android,English only,Yes,Rs1000+,9.0,Free one-time report,Outcome data,1,No,0
R0461,Parent Driven Student,4,Tier 2,Male,13,Grade 8-10,Commerce,Online/Distance,Rs5L-Rs10L,3,Yes currently,4,None,2,Below Average,5-10hrs,4,Parents decided - not sure its right,4,High,4,Often,Mostly parents I follow,2,School counselor,No but looked,Family pressure,Financial anxiety,High-risk reward,3,Mostly personal growth,4,2,Mostly External,Planning,Business,Medicine,Sports,Reading articles,3,4,5,3,3,4.0,4,3.0,Smartphone Android,Hindi,No,Up to Rs99,0.7,School pays,Free trial,1,Yes,1
R0462,Career Switcher,2,Tier 2,Male,19,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,Parents pay,2,Not sure,3,Average,More than 10hrs,5,On path but feel I chose wrongly,2,Low,4,Often,I decide completely,5,Career apps,No didnt know,Lack of info new careers,Family conflict,High-risk reward,3,Mostly financial,4,3,Balanced,Decision Making,Defence,Design,Technology,Watching videos,5,3,5,3,1,5.0,5,4.0,Smartphone Android,English Hindi mix,Yes,Rs300-Rs499,5.0,School pays,Affordable price,1,Yes,1
R0463,Budget Conscious Learner,3,Tier 1,Female,22,Undergraduate,Science,Online/Distance,Below Rs2L,1,No free only,1,None,4,Good,3-5hrs,3,"Know what I want, not how to get there",3,Medium,3,Sometimes,Equal joint decision,3,YouTube/Instagram,Yes not helpful enough,Too many options,Information gap,Depends on factors,2,Mostly personal growth,3,5,Internal,Decision Making,Technology,Medicine,Design,Quizzes interactive,4,4,4,3,5,4.0,5,4.0,Smartphone Android,English only,Yes,Up to Rs99,0.8,Completely free,Teacher recommendation,1,Yes,1
R0464,Career Switcher,2,Tier 3,Male,18,Undergraduate,Vocational/Other,Government/Aided,Rs5L-Rs10L,3,Yes currently,4,CUET,3,Average,More than 10hrs,5,"Chosen path, need plan",3,Medium,3,Sometimes,Equal joint decision,3,Career apps,No didnt know,Family pressure,Family conflict,Stable job,1,Mostly financial,3,4,Mostly Internal,Transition,Sports,Business,Design,Reading articles,5,3,4,3,2,4.0,5,3.0,Smartphone Android,Hindi,Yes,Free only,0.0,Annual plan,Affordable price,0,Yes,1
R0465,Confused Explorer,0,Tier 3,Male,19,Undergraduate,Science,Private,Rs10L-Rs20L,4,No free only,1,CLAT,3,Average,Less than 1hr,1,No idea where to begin,4,High,5,Almost Every Day,Parents already decided,1,Parents/relatives,Yes not helpful enough,Lack of info new careers,Lacks self-awareness,Stable job,1,Balanced both,3,3,Balanced,Planning,Business,Social Work,Technology,Reading articles,3,3,2,4,4,3.0,4,3.0,Smartphone Android,English only,No,Rs100-Rs299,2.9,Completely free,Outcome data,1,Yes,1
R0466,Career Switcher,2,Tier 3,Female,13,Grade 8-10,Science,Private,Rs2L-Rs5L,2,Yes currently,4,NEET,3,Average,3-5hrs,3,"Chosen path, need plan",5,Very High,3,Sometimes,Equal joint decision,3,Career apps,No didnt know,Dont know strengths,Family conflict,Depends on factors,2,Mostly financial,3,3,Balanced,Transition,Sports,Law,Medicine,Hands-on projects,3,5,4,5,4,3.0,4,3.0,Laptop/Desktop,Hindi,No,Up to Rs99,1.1,Monthly subscription,Outcome data,1,Yes,1
R0467,Career Switcher,2,Tier 3,Female,26,Postgraduate,Arts,Private,Rs5L-Rs10L,3,Parents pay,2,Design,2,Below Average,Less than 1hr,1,"Know what I want, not how to get there",2,Low,4,Often,I decide completely,5,Career apps,Yes not helpful enough,Too many options,Lacks self-awareness,Depends on factors,2,Mostly personal growth,3,4,Mostly Internal,Planning,Finance,Law,Social Work,Watching videos,5,3,5,5,3,4.0,4,4.0,Smartphone Android,English only,Yes,Up to Rs99,1.0,Monthly subscription,Friend recommendation,1,Yes,1
R0468,Focused Achiever,1,Tier 2,Female,17,Grade 11-12,Commerce,Private,Rs2L-Rs5L,2,Parents pay,2,CAT/MBA,3,Average,3-5hrs,3,"Chosen path, need plan",1,Very Low,1,Never,Mostly me parents input,4,Career apps,Yes helpful,Job availability worry,Execution gap,Stable job,1,Mostly financial,5,4,Mostly Internal,Planning,Media,Technology,Finance,Live workshops,5,3,3,4,4,5.0,5,4.0,Smartphone Android,Regional language,No,Rs500-Rs999,6.6,Annual plan,Outcome data,1,Yes,1
R0469,Confused Explorer,0,Tier 2,Male,14,Grade 8-10,Science,Private,Below Rs2L,1,Parents pay,2,CAT/MBA,2,Below Average,1-3hrs,2,Parents decided - not sure its right,5,Very High,5,Almost Every Day,Mostly me parents input,4,School counselor,No but looked,Too many options,Lacks self-awareness,Stable job,1,Balanced both,3,3,Balanced,Exploration,Technology,Teaching,Science Research,Watching videos,4,4,2,3,3,2.0,4,5.0,Smartphone Android,Regional language,No,Free only,0.0,Free one-time report,Affordable price,0,Yes,1
R0470,Budget Conscious Learner,3,Tier 2,Male,17,Grade 11-12,Science,Private,Rs5L-Rs10L,3,No free only,1,CLAT,5,Excellent,3-5hrs,3,"Know what I want, not how to get there",4,High,3,Sometimes,Mostly me parents input,4,YouTube/Instagram,No didnt know,Family pressure,Lacks self-awareness,Stable job,1,Balanced both,1,2,Mostly External,Exploration,Technology,Sports,Medicine,Quizzes interactive,3,3,4,3,3,3.0,5,3.0,Smartphone Android,English Hindi mix,No,Up to Rs99,0.9,Completely free,Outcome data,1,Yes,1
R0471,Parent Driven Student,4,Tier 3,Male,19,Undergraduate,Commerce,Government/Aided,Below Rs2L,1,No free only,1,CUET,2,Below Average,1-3hrs,2,No idea where to begin,4,High,4,Often,Parents already decided,1,Parents/relatives,Yes not helpful enough,Family pressure,Overwhelmed by options,High-risk reward,3,Mostly personal growth,2,3,Balanced,Transition,Law,Finance,Business,Reading articles,3,4,4,3,3,4.0,4,4.0,Smartphone Android,No preference,No,Free only,0.0,Monthly subscription,Friend recommendation,0,No,0
R0472,Parent Driven Student,4,Tier 3,Female,20,Undergraduate,Arts,Government/Aided,Below Rs2L,1,Parents pay,2,Not sure,3,Average,Less than 1hr,1,"Chosen path, need plan",3,Medium,4,Often,Parents already decided,1,Official websites,No didnt know,No guidance,Family conflict,Stable job,1,Balanced both,2,1,External,Planning,Science Research,Technology,Business,Reading articles,5,5,3,4,3,3.0,3,3.0,Smartphone Android,English Hindi mix,No,Rs500-Rs999,7.2,School pays,School subscribed,1,Yes,1
R0473,Budget Conscious Learner,3,Tier 2,Male,22,Undergraduate,Science,Private,Rs2L-Rs5L,2,No free only,1,CAT/MBA,2,Below Average,5-10hrs,4,No idea where to begin,2,Low,3,Sometimes,Mostly me parents input,4,School counselor,No but looked,Wrong college choice,Financial anxiety,Stable job,1,Balanced both,3,3,Balanced,Planning,Medicine,Law,Technology,Reading articles,4,5,4,3,5,3.0,4,4.0,Shared family device,Hindi,Yes,Free only,0.1,Free one-time report,Teacher recommendation,0,Yes,1
R0474,Focused Achiever,1,Tier 2,Female,14,Grade 8-10,Commerce,Government/Aided,Below Rs2L,1,Yes before,3,CUET,4,Good,5-10hrs,4,"Chosen path, need plan",1,Very Low,3,Sometimes,I decide completely,5,School counselor,Yes helpful,Too many options,Family conflict,Stable job,1,Balanced both,4,5,Internal,Execution,Business,Technology,Law,Quizzes interactive,5,5,4,4,3,4.0,4,5.0,Smartphone Android,English only,Yes,Rs300-Rs499,4.8,Annual plan,Free trial,1,Yes,1
R0475,Career Switcher,2,Tier 2,Other/Prefer not to say,15,Grade 8-10,Commerce,Private,Below Rs2L,1,Yes before,3,NEET,5,Excellent,1-3hrs,2,"Know what I want, not how to get there",4,High,4,Often,Mostly me parents input,4,Parents/relatives,No but looked,Family pressure,Execution gap,Stable job,1,Mostly personal growth,3,4,Mostly Internal,Decision Making,Medicine,Finance,Teaching,Reading articles,4,5,5,3,4,5.0,3,4.0,Laptop/Desktop,English Hindi mix,No,Free only,0.3,Free one-time report,Teacher recommendation,0,Yes,1
R0476,Parent Driven Student,4,Tier 3,Female,17,Grade 11-12,Science,Private,Rs5L-Rs10L,3,No free only,1,None,3,Average,Less than 1hr,1,"Chosen path, need plan",2,Low,2,Rarely,Equal joint decision,3,YouTube/Instagram,No didnt know,Family pressure,Financial anxiety,Stable job,1,Balanced both,4,3,Balanced,Execution,Technology,Science Research,Media,Quizzes interactive,5,4,3,2,4,1.0,4,3.0,Smartphone Android,Regional language,No,Rs100-Rs299,2.7,Annual plan,School subscribed,1,Yes,1
R0477,Focused Achiever,1,Tier 1,Other/Prefer not to say,27,Postgraduate,Science,Private,Rs10L-Rs20L,4,Parents pay,2,CAT/MBA,4,Good,3-5hrs,3,"Chosen path, need plan",1,Very Low,4,Often,Equal joint decision,3,Dont trust any,Yes helpful,Lack of info new careers,Family conflict,Depends on factors,2,Mostly financial,3,4,Mostly Internal,Execution,Science Research,Technology,Medicine,Hands-on projects,5,5,4,3,4,4.0,4,4.0,Smartphone Android,English Hindi mix,No,Rs300-Rs499,5.0,Free one-time report,No trigger,1,Yes,1
R0478,Budget Conscious Learner,3,Tier 3,Female,16,Grade 11-12,Arts,Private,Below Rs2L,1,Yes before,3,None,3,Average,3-5hrs,3,No idea where to begin,4,High,4,Often,Mostly parents I follow,2,Parents/relatives,Yes helpful,Dont know strengths,Financial anxiety,Stable job,1,Balanced both,2,2,Mostly External,Exploration,Science Research,Media,Law,Watching videos,3,4,4,3,3,3.0,4,4.0,Smartphone Android,Hindi,No,Up to Rs99,0.7,Free one-time report,Affordable price,1,Yes,1
R0479,Career Switcher,2,Tier 1,Male,14,Grade 8-10,Commerce,Private,Rs2L-Rs5L,2,No free only,1,None,2,Below Average,3-5hrs,3,"Chosen path, need plan",2,Low,4,Often,I decide completely,5,Career apps,Yes not helpful enough,Family pressure,Family conflict,High-risk reward,3,Mostly financial,4,4,Mostly Internal,Execution,Finance,Business,Technology,Watching videos,4,4,3,3,3,3.0,3,4.0,Laptop/Desktop,Hindi,Yes,Rs100-Rs299,3.1,Monthly subscription,Affordable price,1,Yes,1
R0480,Focused Achiever,1,Tier 1,Male,21,Undergraduate,Science,Online/Distance,Rs5L-Rs10L,3,Yes currently,4,JEE,5,Excellent,3-5hrs,3,"Chosen path, need plan",2,Low,1,Never,Mostly me parents input,4,Official websites,No but looked,Family pressure,Financial anxiety,High-risk reward,3,Balanced both,5,4,Mostly Internal,Execution,Design,Technology,Science Research,Quizzes interactive,5,5,3,4,3,4.0,5,5.0,Smartphone Android,English Hindi mix,Yes,Rs500-Rs999,7.1,School pays,Friend recommendation,1,Yes,1
R0481,Focused Achiever,1,Tier 2,Male,25,Postgraduate,Science,Online/Distance,Rs5L-Rs10L,3,Yes before,3,NDA,3,Average,3-5hrs,3,"Chosen path, need plan",1,Very Low,2,Rarely,Mostly me parents input,4,Dont trust any,No but looked,Dont know strengths,Execution gap,High-risk reward,3,Balanced both,5,5,Internal,Decision Making,Business,Medicine,Science Research,Talking to mentor,5,3,5,3,4,5.0,4,3.0,Smartphone Android,Regional language,No,Rs300-Rs499,4.9,School pays,Friend recommendation,1,Yes,1
R0482,Career Switcher,2,Tier 1,Female,26,Postgraduate,Arts,Private,Rs10L-Rs20L,4,No free only,1,CAT/MBA,3,Average,5-10hrs,4,"Have interests, dont know career match",3,Medium,3,Sometimes,Mostly parents I follow,2,Parents/relatives,Yes not helpful enough,Too many options,Financial anxiety,Depends on factors,2,Mostly personal growth,4,3,Balanced,Execution,Teaching,Defence,Social Work,Watching videos,4,3,5,2,3,4.0,4,3.0,Smartphone iOS,Hindi,No,Up to Rs99,1.2,Monthly subscription,Free trial,1,Yes,1
R0483,Parent Driven Student,4,Tier 2,Other/Prefer not to say,14,Grade 8-10,Commerce,Government/Aided,Rs5L-Rs10L,3,No free only,1,Not sure,4,Good,1-3hrs,2,Parents decided - not sure its right,4,High,4,Often,Parents already decided,1,Friends in career,No didnt know,Lack of info new careers,Information gap,Stable job,1,Balanced both,4,3,Balanced,Decision Making,Law,Business,Media,Quizzes interactive,5,4,5,3,4,2.0,4,3.0,Shared family device,Hindi,Yes,Rs100-Rs299,3.3,Annual plan,Free trial,1,Yes,1
R0484,Focused Achiever,1,Tier 2,Female,22,Undergraduate,Commerce,Private,Rs5L-Rs10L,3,Yes before,3,JEE,4,Good,3-5hrs,3,"Have interests, dont know career match",1,Very Low,2,Rarely,I decide completely,5,Friends in career,No but looked,Job availability worry,Information gap,Stable job,1,Balanced both,4,3,Balanced,Execution,Business,Social Work,Finance,Watching videos,5,4,5,4,4,4.0,4,4.0,Laptop/Desktop,English Hindi mix,Yes,Rs300-Rs499,5.0,Free one-time report,Free trial,1,Yes,1
R0485,Confused Explorer,0,Tier 2,Female,16,Grade 11-12,Vocational/Other,Government/Aided,Below Rs2L,1,No free only,1,JEE,2,Below Average,1-3hrs,2,No idea where to begin,4,High,5,Almost Every Day,I decide completely,5,Parents/relatives,No didnt know,Dont know strengths,Information gap,Depends on factors,2,Balanced both,3,3,Balanced,Exploration,Defence,Technology,Business,Watching videos,3,5,2,5,5,4.0,4,2.0,Smartphone Android,English Hindi mix,Yes,Rs100-Rs299,3.2,Completely free,Outcome data,1,No,0
R0486,Confused Explorer,0,Tier 2,Male,27,Postgraduate,Commerce,Government/Aided,Above Rs20L,5,Yes currently,4,CAT/MBA,3,Average,1-3hrs,2,"Have interests, dont know career match",5,Very High,4,Often,Mostly me parents input,4,Parents/relatives,Yes not helpful enough,Too many options,Family conflict,Stable job,1,Mostly financial,3,3,Balanced,Planning,Business,Media,Defence,Reading articles,4,3,3,4,4,4.0,4,4.0,Smartphone Android,English only,Yes,Rs100-Rs299,3.3,Annual plan,Outcome data,1,Yes,1
R0487,Career Switcher,2,Tier 1,Female,21,Undergraduate,Science,Private,Rs5L-Rs10L,3,No free only,1,JEE,2,Below Average,More than 10hrs,5,"Chosen path, need plan",4,High,3,Sometimes,Equal joint decision,3,Official websites,No but looked,Lack of info new careers,Family conflict,Stable job,1,Mostly financial,4,3,Balanced,Planning,Medicine,Technology,Design,Talking to mentor,4,4,4,4,2,5.0,5,2.0,Laptop/Desktop,Regional language,No,Up to Rs99,0.7,Free one-time report,Friend recommendation,1,Yes,1
R0488,Confused Explorer,0,Tier 2,Male,22,Undergraduate,Commerce,Government/Aided,Above Rs20L,5,Parents pay,2,CAT/MBA,4,Good,3-5hrs,3,"Have interests, dont know career match",5,Very High,5,Almost Every Day,Equal joint decision,3,School counselor,No didnt know,Too many options,Lacks self-awareness,Depends on factors,2,Balanced both,2,2,Mostly External,Exploration,Sports,Business,Defence,Watching videos,3,3,3,3,3,2.0,3,3.0,Smartphone Android,Regional language,Yes,Up to Rs99,1.3,School pays,Outcome data,1,Yes,1
R0489,Focused Achiever,1,Tier 2,Male,20,Undergraduate,Science,Central School,Rs5L-Rs10L,3,Yes currently,4,CLAT,5,Excellent,5-10hrs,4,"Chosen path, need plan",1,Very Low,1,Never,Equal joint decision,3,School counselor,No but looked,Job availability worry,Execution gap,High-risk reward,3,Mostly financial,4,5,Internal,Execution,Medicine,Teaching,Design,Reading articles,5,5,3,3,5,5.0,4,4.0,Shared family device,Hindi,Yes,Rs100-Rs299,3.1,Monthly subscription,Teacher recommendation,1,Yes,1
R0490,Parent Driven Student,4,Tier 2,Female,19,Undergraduate,Science,Private,Rs5L-Rs10L,3,Yes currently,4,CLAT,2,Below Average,1-3hrs,2,No idea where to begin,4,High,5,Almost Every Day,Mostly parents I follow,2,Parents/relatives,No but looked,Wrong college choice,Family conflict,Stable job,1,Mostly personal growth,2,2,Mostly External,Planning,Medicine,Media,Finance,Talking to mentor,3,3,3,1,1,3.0,2,3.0,Smartphone iOS,English Hindi mix,No,Rs100-Rs299,3.2,Free one-time report,Friend recommendation,1,No,0
